Idx	Day of Expt	Sample_Type	QC	Batch 	Order	Sample_id	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36	M37	M38	M39	M40	M41	M42	M43	M44	M45	M46	M47	M48	M49	M50	M51	M52	M53	M54	M55	M56	M57	M58	M59	M60	M61	M62	M63	M64	M65	M66	M67	M68	M69	M70	M71	M72	M73	M74	M75	M76	M77	M78	M79	M80	M81	M82	M83	M84	M85	M86	M87	M88	M89	M90	M91	M92	M93	M94	M95	M96	M97	M98	M99	M100	M101	M102	M103	M104	M105	M106	M107	M108	M109	M110	M111	M112	M113	M114	M115	M116	M117	M118	M119	M120	M121	M122	M123	M124	M125	M126	M127	M128	M129
73	2014-12-12	QC	1	3	73	sample_73	66.6	390.6	284.3	26.6	176.8	10.5	44.8	44.0	40.0	47.9	74.3	43.5	81.0	30.1	29.8	186.6		151.3	64.4	33.2	67.8	22.8	256.6	171.6	24.0	13.5	22.6	22.1	81.8	25.8	15.4	91.8	297.0	15.5	116.7	12.8	40.0	147.4	36.1	22.7	56.3	147.7	7.2	97.0	568.8	223.3	476.1	7541.9	234.6	93.9	393.2	98.1	450.3	3.7	88.2	80.2	507.8	225.8	444.0	126.3	790.9	201.3	301.9	184.9	221.7	3055.9	140.2	157.7	36.4	9.5	28.0	85.5	129.2	10.5	102.7	340.3	316.0	5.1	1.1	120.3	344.1		105.2	81.0	23.0	41.6	11.1	131.9	379.5	30.5	44.4	14.3	63.3	160.6	14.0		8.6	17.0	49.7	134.8	27.6	63.8	166.3	247.8	47.8	38.1	214.1	5.0	30.9	109.4		227.6	11.7	86.2	282.0	29.5	333.2	184.6	138.5	77.8		18.0	197.8	393.4	383.8	37.3	119.9	569.2	210.5
74	2014-12-12	Sample	0	3	74	sample_74	192.5	447.4	64.6	136.3	236.2	44.5	47.2	266.6		31.7	497.0	131.5	385.6	184.8	165.2	56.5	85.8	109.0	27.3	8.9		37.0	1156.2		52.0	33.1	15.0	55.3	183.5	36.0	52.8	225.6	413.4	281.1	180.1	161.3	101.4	340.2	43.5	34.4	97.2	429.2	58.2	299.9	5515.4	549.6	524.4	33766.6	799.8	255.7	1534.3	208.9	1137.5		422.8	345.4	989.1	396.3	581.0	339.6	314.3	798.5	1380.2	352.9	897.0	323.4	478.7	391.9	59.2	286.9	81.2	20.0	56.3	71.2	198.1	551.7	501.6	30.3	74.0	290.5	591.2	11.6	692.8	205.4	123.2	215.9	83.0	374.0	578.4	228.2	47.1	20.1	222.9	211.6	51.6	12.0	23.1	183.4	478.9	305.4	81.5	232.3	85.0	648.0	200.1	169.3	944.9	52.3	143.2		84.8	260.4	753.6	101.0	130.6	44.0	289.1	26.0	83.5	135.8	61.3	72.1	275.3	1025.8	599.7	83.4	518.0	550.6	490.2
75	2014-12-12	Sample	0	3	75	sample_75	8.3	219.6	82.6	26.3	381.8	51.8	295.4	40.6			298.8	48.0	178.4	45.3	29.3	130.2		374.5	99.7	71.1	86.2	108.9	329.1	182.4	32.1	25.7	60.4	23.8	171.9	36.3	51.6	233.6	445.6	252.3		21.9	77.0	118.3	92.4	12.3	0.7	172.1	191.7	16.3	3055.3	74.2	227.5	5164.0	286.1	182.7	175.2	268.5	928.3	11.7	95.9	132.9	460.6	1426.0	403.2	209.3	261.4	453.7	321.4	164.4	415.6	1571.6	180.7	166.9	162.2	29.4	71.8	322.3	116.1	42.2	84.4	855.8	63.2	51.0		275.3	485.7	52.0	2825.9	108.3	32.9	59.2	23.5	179.0	2402.9	195.1	105.7	31.0	43.5	1840.6	57.8	9.9	26.2	32.3	74.0	290.4	106.4	278.1	693.9	395.5	40.8	170.7	587.8	38.4	65.9	60.2	36.6	377.2		100.9	724.3	23.9	344.8	288.7	93.6	63.8	164.4	38.1		404.4	103.6	33.9	136.6	700.7	185.4
76	2014-12-12	Sample	0	3	76	sample_76	34.1	123.5	65.1	90.5	68.8	27.0	21.9	44.1	2.7	75.3	67.2	50.9	86.8	69.4	43.4	61.0		85.8	27.8	21.5		31.8	469.9	137.9	17.7	18.9	2.9	1.9	51.7	28.0	16.0	79.2	123.5	146.1	55.5	48.3	48.0	166.0	49.2	55.4	87.6	210.4	19.5	40.0	2709.1	338.6	384.5	7556.3	334.9	138.4	382.0	153.6	456.7	0.5	186.1	59.6	280.6	396.7	336.9	265.0	631.6	319.2	114.9	192.1	325.9	618.6	67.8	183.7	38.6	86.6	38.1	84.8	107.0	17.3	106.7	39.2	408.9	0.1	2.0	151.5	114.1	0.1	132.7	1.1	62.0	60.1	53.4	137.0	266.3	35.0	4.6	1.2	89.9	150.2	40.8	9.0	11.3	29.8	43.3	108.8	61.3	45.5	97.2	256.1	44.8	38.2	244.2	28.6	26.1	5.8	11.7	148.4	109.8	79.0	129.5	2.7	17.5	163.6	60.1	67.5	15.4	21.7	196.2	133.4	163.1	22.6	87.2	110.8	201.8
77	2014-12-12	Sample	0	3	77	sample_77	58.5	407.6	65.5	141.8	360.5	13.6	38.8	57.7	59.7	40.7	88.3	109.4	173.5	20.4	62.3	56.2	52.0	215.3	70.3	24.6		26.6	245.2	208.3	9.7	19.8	22.9	20.7	19.0	18.8	34.5	141.3	323.0	325.6	202.6	13.9	54.0	297.2	22.2	50.8	7.5	262.8	31.5	23.5	2213.0	382.3		9433.9	221.8	230.5	421.0	114.3	520.1	3.1	84.1	66.7	379.6	346.2	449.3	147.9	495.7	308.7	287.0	90.1	443.1	2202.3	80.7	95.9	57.4	38.4	45.8	89.3	138.5	19.0	196.7	466.3	302.7	18.6	50.2	91.2	384.5	22.3	86.0	174.2	22.0	46.0	10.2	102.3	295.2	66.9	60.9	2.1	87.0	528.9	32.9			26.1	17.8	53.7	40.3	211.7	85.1	297.1	100.3	45.4	398.8	23.8	35.6	2.3	53.7	150.0	103.8	198.4	168.0	13.9	86.3	294.8	34.5	76.0		19.5	296.0	224.7	211.4	27.6	206.4	79.6	172.4
78	2014-12-12	Sample	0	3	78	sample_78	37.6	101.6	85.4	16.6	140.8	14.2	42.4	37.2	54.6			26.3	93.9	19.6	31.6	37.8	53.7	119.1	35.6	6.1	73.0	16.7	468.5	17.0	1.4	16.2	47.2	22.5	172.7	72.8	26.2	200.6	455.0	21.9	0.4	53.1	51.4	282.7	16.1	63.9		83.9	14.3	34.4	2192.0	438.1	112.0	8012.4	260.8	124.6	225.4	100.4	660.3	5.1	142.4	27.9	497.5	227.0	187.4	99.7	504.9	375.5	669.3	168.4	244.2	2813.6	49.0	123.2	38.3	37.1	23.8	1.0	93.1	16.0	145.3	79.1	211.8	10.1	16.0	111.8	479.0	17.2	343.1	26.8	53.2	43.7	72.6	121.7	646.1	19.5	49.5		157.6	727.8	62.4	10.6	10.5	42.6	44.2	39.3	19.5	132.7	219.1	208.7	226.0	51.4	171.1	47.1	33.0	151.6	23.2	109.6	428.8	175.2	59.1	13.5	37.3	71.7	41.4	84.2	14.6	11.0	46.3	445.8	188.3	56.2	151.7	79.4	150.0
79	2014-12-12	Sample	0	3	79	sample_79	56.9	235.0	45.2	173.9	366.4	19.9	224.4	129.8	130.8	41.5	238.9	96.9	162.7	133.3	50.0	211.5	80.7	631.2	19.4	156.0	29.5	151.6	1263.6	199.9	34.4	21.1	72.2	4.2	340.1	135.5	799.8	123.3	151.5		6160.1	120.9	154.5	348.3	128.9	28.9	13.0	810.1	16.6	24.4	6557.4	123.1	419.6	9389.1	45.7	352.9	642.7	116.5	905.7	14.7	56.0		482.0	560.2	459.6	1.3	475.4	1046.1	972.1	202.2	1237.6	687.4		82.9	127.6	61.9	71.1	478.1	104.6	48.7	77.2	652.9	77.0	1.9	47.8	102.8	1110.5	137.0	610.9	46.1	86.1	95.4	20.4	197.3	2647.7	100.5	206.0	23.8	139.6	562.2	182.6	6.9	8.0	105.1	51.6	33.3	428.8	265.8	963.2	430.8	28.7	76.1	369.6	74.8	815.6	236.2	291.4	294.5		163.5		21.0		881.2	93.0	79.1	14.5	34.6	719.7	621.9	223.6	25.2	84.1	644.9	195.0
80	2014-12-12	Sample	0	3	80	sample_80	33.4	167.0	30.8	16.0	48.2	36.4	13.2	40.7	9.8	68.9	118.6	29.4	2523.9	84.3	41.6	23.3		14.4	27.3	23.2	33.5		395.3	33.0	8.3	8.1		184.7	3630.2	298.2	26.2	48.6	211.1	67.6	49.3	15.4	68.2	72.1	65.2	8.1		22.7	10.0	17.5	2155.8	294.6	61.1	7149.8	243.5	271.3	292.9	88.2	426.6	3.5	50.2	89.6	126.2	124.9	319.6	65.1	285.2	158.1	209.7	115.8	275.1	788.3	39.0	16.7	20.8	37.0	19.2	22.1	49.3	20.0	88.1	14.3	194.5	14.6	26.2	149.1	261.1		89.3	53.5	16.2	61.9	11.8	82.4	202.6	32.1	42.3		27.4	33.2	41.9	9.1	5.6	55.3	15.3	62.7	31.7	0.2	31.3	132.1	198.0	25.9	188.8	39.0	6.1	44.2	4.7	140.4	169.3	76.9	7.4	10.8	65.5	33.3	48.8	37.7	22.0	23.9	64.1	93.4	272.1	16.1	109.1	53.1	109.1
81	2014-12-12	Sample	0	3	81	sample_81		3.1	24.3	2.1	32.5	16.4	9.1	17.3	15.4		33.7	12.1	36.1	18.6	13.0	3.7	15.3	117.9	15.5	26.8	5.2	17.8	139.8	62.3	5.0	13.4	33.5	18.3	81.2	33.7	168.6	153.2	239.8	37.7		12.6	48.7	106.2	29.6		33.6	26.5	5.2	7.8	2562.5	119.2	59.0	3691.5	19.3	46.3	191.6	153.7	370.4	9.7	2.2	49.0	14.7	93.0	87.2	35.9	99.4	186.0	522.7	45.7	129.7	192.7	30.6	21.1	31.9	6.3	8.9	45.4	38.2	7.7	47.8	219.4	118.1	9.0		27.4	365.8	11.0	1460.9	59.0	19.4	29.4	8.1	70.3	337.0	22.0	35.5	2.8	38.6	484.2	5.2	6.4	4.5	11.0	23.1	27.0	10.9	210.6	50.0	116.8	34.2	30.4	193.1	8.1	164.6	85.0	119.9	88.4	180.9	13.5	22.1	6.8	14.0	61.0	15.0	44.2		7.8			38.9	70.9	63.0	24.3	49.4
82	2014-12-12	QC	1	3	82	sample_82	123.7	310.5	295.3	33.1	160.3	1.3	41.6	45.1	30.3	74.9	82.0	79.8	80.2	36.8	27.6	274.3		122.8	81.5	39.4		51.8	125.7	132.4	14.8	16.5	3.0	12.2	62.7	25.5	17.4	96.3	275.8	3.1	118.0	13.4	32.0	153.7	11.3	33.0	58.4	196.8	5.7	97.2	608.7	317.0	726.8	7651.5	249.2	99.9	423.4	112.3	711.7	1.2	48.6	89.2	496.3	260.8	524.7		842.3	235.6	246.2	217.8	213.7	3139.5	91.4	163.6	21.6	14.2	25.7	130.0	119.8	10.5	61.2	378.8	238.4	0.6	21.7	465.1	435.1	0.2	187.4	68.8	27.9	44.6	13.9	135.3	386.0	33.6	45.9	15.2	64.2	68.2	46.3	20.9	18.9	31.5	52.3	109.5	27.2	57.6	183.4	233.2	42.9	29.5	205.0	28.6	18.3	118.7	5.2	210.0	73.4	101.8	286.3	30.8	338.1	174.4	146.8	90.4	3.8	19.9	266.2	624.8	121.9	34.7	183.5	672.3	208.5
83	2014-12-12	Sample	0	3	83	sample_83	19.6	269.5	42.4	79.9	67.2	25.2	4.6	49.6		103.6	76.3	30.0	87.8	51.1	36.5	181.8		139.7	69.8	68.9	15.3	95.0	443.5	53.4	20.9	17.8	2.6	15.6	25.4	10.3	4.9	87.2	401.3		0.3	16.8	7.4	192.7	27.7	33.9	56.4	220.2	7.7	27.7	1700.7	575.6	577.8	7452.0	315.3	121.7	440.2	101.0	633.6	9.4	61.7	137.7	259.1	480.3	516.0	248.0	458.4	368.6	333.3	126.6	375.3	2636.5	122.5	75.1	63.9	69.0	24.5	106.0	138.8	12.1	41.4	439.4	383.5	11.7	36.4	132.5	673.7	10.3	164.0	36.4	13.9	64.3	15.8	155.1	425.5	55.2	61.6	10.5	48.6	191.0	51.6	7.0	17.3	47.8	27.4	98.0	32.7	1.8	250.1	212.3	215.9	28.9	185.7	15.8	80.8	111.5	31.8	124.7		129.6	323.5	32.3	34.2	176.8	117.7	74.1	6.5	23.4	201.6	140.8	121.8		117.5	134.0	149.0
84	2014-12-12	Sample	0	3	84	sample_84	148.1	333.9	183.0	25.4	125.1	60.4	39.3	41.2	25.3	97.1	264.8	48.7	88.0	41.2	26.3	43.3	1.3	48.0	34.0	49.8	4.5	26.6	607.6		32.3	26.2	17.4	40.9	65.0	131.2	66.4	61.7	182.3	20.7	503.1		28.7	103.8	64.4	30.7	51.0	80.2	6.6	29.6	3813.3	241.1	430.7	7562.2	288.0	157.2	158.1	94.3	716.4		79.2		288.4	400.3	281.4	327.7	442.3	123.6	1393.5	94.9	192.2	1467.6	112.7	162.1	39.1	87.5	25.9	42.7	17.4	20.6	105.0	217.1	344.8	31.2	1.8	65.6	252.7	2.2	460.9	158.8	44.4	57.1	17.0	161.8	191.4	48.0	49.3	15.2	39.9	56.1		4.6	10.8	142.4	55.6	115.2	28.0	14.3	54.1	184.6	297.0	56.7	290.1	9.8	13.6	71.5	44.6	91.2	41.1	51.4	720.2	38.1	81.2	54.1	103.1	40.0	4.8	20.0	337.6	461.9	176.8	54.8	250.5	87.0	138.7
85	2014-12-12	Sample	0	3	85	sample_85	46.1	39.3	34.5	19.5	75.1	16.3	9.2	33.4	15.9	14.8	58.0	30.4	54.5	34.6	28.2	15.5		323.9	31.7	14.8	0.9	1.1	292.4	0.3	23.9	12.4	27.8	7.3	160.0	16.4	10.3	123.1	279.9	75.1	0.1	21.3	17.7	134.0	19.2	30.6	62.2	64.6	4.4	10.3	1362.0	163.9	298.5	6983.5	191.7	95.4	93.8	130.5	287.7	0.6	190.7	58.8	366.3	184.6	169.5	182.3	216.2	263.2	462.1	122.1	181.8	1023.6	65.9	28.7	7.1	23.7	12.2	33.6	38.6	10.3	117.2	2.1	108.3	10.0	144.5	53.7	269.9	2.2	204.5	35.7	40.5	35.1	14.4	81.1	569.6	80.8	75.7		26.2	231.7	61.4	8.5	5.7	52.7	54.3	140.7	10.3	117.7	274.7	131.7	26.1	52.3	144.4	7.3	20.6	78.4		59.8	2.3	29.5	77.5	8.5	298.2	153.3	34.1	68.8	4.6	13.3	33.6	4.2	95.3	5.3	94.2	49.8	109.8
86	2014-12-12	Sample	0	3	86	sample_86	221.2	189.3	263.3	37.7	543.8	100.5	169.9	73.4	113.2	601.6		110.3	269.8	54.2	121.7	118.2	35.3	308.5	181.6	119.2		50.8	894.4	48.6	52.9	41.7	149.0	39.0	143.6	58.7	74.7	411.6	696.9	656.6	3078.1	173.7	161.7	698.1	167.3	52.1		268.1	63.8	162.2	12792.2	542.7	1140.7	20572.1	780.0	314.2	962.6	802.6	3295.0	10.7	644.3	204.9	1193.3	1289.2	789.4	473.5	1756.0	1171.4	2532.0	405.6	1674.5	5147.7	107.1	523.7	136.7	116.3	73.9	76.0	287.6	54.3	227.8	662.9	1206.6	63.2	419.8	446.6	2092.4	9.6	1217.3	71.7	209.4	185.1	36.7	482.4	1119.1	584.3	89.5	138.3	87.5	1068.5	43.0	9.6	14.8	87.6	224.8	430.7	42.6	147.6	207.0	1040.0	67.6	186.8	1063.2	131.3	291.6	59.5	342.5	723.0		426.9	219.9	155.1	585.3	93.3	297.2	168.6	60.1	47.6	375.0	3789.7	411.5	66.6	343.8	251.3	359.6
87	2014-12-12	Sample	0	3	87	sample_87	126.0	517.2	140.0	79.8	252.4	33.9	18.0	71.4	47.2	239.8	109.1	56.9	120.0	77.4	74.0	198.9	3.0	184.8	9.9	38.8		90.6	446.8	131.1	20.8	13.6	32.7	14.2	75.2	33.5	61.0	91.8	310.2	25.2	29.9	75.2	125.0	77.6	45.5	40.1	330.2	59.0	20.7	80.5	1707.8	137.8	782.6	14990.3	471.5	162.8	660.9	185.0	717.2	5.3	53.5	139.7	291.2	320.1	571.1	167.7	801.2	407.1	487.8		604.7	1040.3	142.2	613.8	139.1	28.9	42.5	166.0	140.1	21.4	94.2	340.6	362.6	21.1	96.7	291.3	446.1	4.1	235.2	519.2	110.2	89.4	41.2	159.8	948.3	161.6	111.8	22.4	41.8	677.0	76.4	5.1	17.4	42.2	65.5	134.6	34.5	277.6	336.8	372.6	37.4	42.4	507.5	43.7	49.9	68.8	45.0	255.3	310.6	179.2	288.3	15.3	312.3	262.4	104.7	160.6		32.9	121.3	537.1	242.0	62.2	195.1	178.2	285.3
88	2014-12-12	Sample	0	3	88	sample_88	115.3	384.8	224.6	57.4	402.7	172.6	26.7	35.0	85.7	148.0	1688.2	80.3	180.0	50.6	33.2	219.1	29.0	364.3	69.7	80.5		45.7	381.0	104.3	38.4	34.6	63.2	7.0	172.3	446.3	101.2	43.5	627.0	38.0		40.6	182.8	276.4	119.6	78.4	182.6	184.8	13.6	106.8	69.8	113.8	209.6	12143.0	945.3	236.0	417.5	83.6	891.1		144.7	195.8	445.4	458.1	396.3	36.0	542.0	438.7	261.3	224.9	829.5	623.5	109.1	145.7	102.3	47.3	62.3	239.1	142.7	55.5	110.0	299.3	422.7	145.1		220.6	636.0		284.8		70.3	169.4	40.1	366.9	1153.2	86.1	92.2	4.0	17.1	374.5	23.3	24.4	12.4	1257.3	41.9	384.4	37.7	367.6	920.8	684.4	60.7	70.7	599.1	52.5	132.1	90.7	22.7	230.0		168.4	379.7	4.5	27.0	193.6	221.2	123.1	14.1	26.4	86.7	713.9	267.8	60.9	133.9	238.7	275.0
89	2014-12-12	Sample	0	3	89	sample_89	37.2	29.3	45.9	40.4	254.8		35.0	73.9	131.1	11.8	45.1	25.7	52.9	34.4	48.4	172.7	78.6	31.5	47.5	162.8		70.1	214.3	129.1	1.1	18.6	136.6	59.6			60.5	74.8	204.8	249.1		21.7	76.1	161.6	20.1	37.7	6.1	167.3	11.4	15.5	1302.3	75.9	116.6	7543.7	229.2	90.5	329.3	219.6	413.7		4056.7	15.2	82.8	563.6	208.7	143.7	591.9	259.2	473.6	821.1	537.7	907.5	321.9	96.9	140.8	38.6	33.0	217.1	45.9	10.5	126.7	290.8	238.4	12.5	198.2	200.6	427.0	12.3	212.1	39.9	21.9	56.4	29.5	112.8	171.0	141.4	99.8	13.3	44.5	216.5		11.3	18.4	53.4	49.6	34.4	17.8	95.4	163.8	162.4	23.2	60.2	136.1	53.7	47.4	52.2	5.0	62.8		132.6	174.7	8.0	11.4	205.2	42.9	140.1	9.9		228.4	542.5	77.2	12.5	101.6	551.4	136.9
90	2014-12-12	Sample	0	3	90	sample_90	35.0	831.8	166.7	144.8	460.0	54.6	54.3	126.1	9.6	92.6	273.0	137.2	445.8	194.2	145.2	6.8			185.9	87.0	94.1	29.1	1579.7	20.5	43.1	44.7	48.8		663.1	92.4	74.0	189.2	496.5	224.4	299.1	80.7	165.8	81.6	130.9	204.3	116.3	104.0	46.8	84.4	11523.4	214.6	1108.5	28452.8	549.1	319.8	1053.4	112.8	1271.0	23.6	286.1	139.9	653.3	779.2	1554.4	969.5	1068.9	559.2	682.0	241.6	962.7	1723.3	188.5	181.6	72.4	357.2	110.0	98.7	180.3	87.9	193.0	769.4	1018.5	100.0	67.4	676.0	871.2	10.8	39.9	311.6	74.4	224.1	44.8	436.4	926.4	455.7	185.0	41.4	161.6	243.3	305.5		10.9	42.5	78.1	383.2	230.6	151.1	236.0	383.0	68.1	73.2	916.0	130.4	74.0	185.8	148.5	313.6	17.3	100.8	82.8	88.4	586.4	211.9	124.4			62.3	265.7	744.9	912.3	69.7	525.7	113.1	370.4
91	2014-12-12	QC	1	3	91	sample_91	102.3	495.0	262.7	29.9	146.0	18.6	44.5	43.8	35.5	107.4	74.6	51.8	73.5	28.3	28.6	200.0		149.2	80.7	32.9	62.9	17.4	377.6	108.6	18.2	21.8		15.1	58.9	28.5	17.5	86.7	272.5	40.3	179.5	11.5	36.6	169.1	30.7	29.3	64.9	195.5	5.2	37.2	553.4	422.4	559.4	7323.5	237.6	90.2	254.7	104.0	593.2		124.7	93.4	286.3	330.3	473.3	198.2	730.7	53.9	184.0	165.6	223.5	3028.4	78.2	164.9	36.1	7.3	22.7	145.8	118.2	10.3	71.1	380.3	238.3	6.5	29.2	425.7	596.4	0.4	137.7	6.4	41.9	10.0	27.3	130.0	380.9	31.4	48.7	17.9	49.5	262.5	16.9	11.7	17.6	29.3	88.8	181.5	27.1	127.0	142.4	193.8	40.0	40.2	201.6	17.3	42.3	121.2	5.5	166.3	13.2	96.8	292.1	23.6	328.3	188.2	143.8	82.8	4.7	17.7	145.6	342.7	82.6	37.7	139.3	673.3	197.4
92	2014-12-12	Sample	0	3	92	sample_92	170.0	246.7	269.6		321.6		279.8	23.0	60.4	0.7	36.2	44.2	62.7	35.2	24.0	47.2	4.4	160.9	14.9	57.3	28.1	10.6	422.2	96.6	31.2	16.1	34.9	2.7	96.7	34.3	23.1	96.5	175.9	105.4	118.3	17.0	28.5	131.9	19.1	34.2	25.8	53.1	21.1	13.1	615.0	58.8	192.9	4760.1	23.0	104.4	201.2	52.0	600.0	9.4	54.8	32.6	427.3	380.5	494.0	268.3	1154.1	384.3	296.4		308.8	1216.5	106.7	194.2	37.2	5.4	18.3	117.3	61.1	10.9	70.2	338.0	254.7		9.1	1972.1	497.0	0.2	182.8	385.4	5.7	29.5	30.7	126.9	549.2	63.7	39.2	10.1	36.9	459.1	31.4		6.4	13.7	18.9	211.4	18.5	184.5	145.6	251.3	37.4	50.6	256.0	38.3	218.6	44.3	30.7	135.2	57.2	84.2	498.2	25.4	175.8	35.6	41.8	70.9	1.3	10.8		495.5	251.8	35.7	69.2	323.5	98.9
93	2014-12-12	Sample	0	3	93	sample_93	7.9	271.1	178.8	56.8		95.8	17.5	22.0		2026.8	180.1	123.8	162.9	4.9	33.3	76.0		88.6	25.4	69.1			2499.1	34.2	54.9	30.7	38.0	25.2	64.6	26.0	34.2	419.7	308.6	410.9	315.6	79.6	78.7	1211.6	113.1	92.5	116.3	185.7		119.3	12799.5	295.1	629.3	20721.1	664.5	0.2	1229.5	217.0	816.4	65.5	602.0	192.6	1286.6	359.5	559.7	438.5	574.6	1094.8	3194.4	453.4	743.5	311.2	406.5	151.1	102.6	286.9	67.5	52.4	91.8	70.4	558.5	610.0	898.4	41.8	488.9	387.6	765.9	15.7	628.0	46.7	78.0	165.6	79.4	340.1	540.1	360.5	58.0	51.2	421.8	200.2	127.0	10.1	12.2	113.8	243.6	231.9	58.0	105.4	69.6	797.8	47.3	598.7	707.8	109.8	100.6	47.9	109.2	408.3	168.4	576.0	24.1	98.3	61.8	62.8	130.2	39.2	27.2	57.0	412.0	584.0	586.9	46.8	614.3	32.4	318.0
94	2014-12-12	Sample	0	3	94	sample_94	20.3	38.3	84.6	46.2	92.7	5.3	8.6	47.7		109.5	20.8	51.1	93.1	54.2	33.5	28.2		39.6	33.9	10.0		1.7	351.6		13.5	16.7	3.8		23.0	22.6	24.2	93.9	227.0	69.3	133.5	13.6	33.2	147.4	41.6	35.6	49.3	124.5	10.8	22.9	4995.5	98.9	330.1	8697.7	337.4	172.8	449.6	74.7	421.0	7.4	93.7	13.2	291.0	296.7	397.8	251.1	340.2	297.7	447.2	296.3	408.2	640.5	50.1	46.4	27.0	52.1	34.6	47.2	48.5	16.0	61.3	117.8	205.9	22.8	41.3	143.6	242.1		135.7	59.1	55.8	72.4	24.8	135.2	206.0	63.3	24.7	0.4	51.1	76.4		5.7	10.7	51.3	39.1	150.0	48.0	57.3	48.5	204.1	681.2	49.3	252.9	18.7	31.5	50.9	32.1	71.8	286.7	117.3	82.2	15.8	10.9	63.6	76.1	39.3		18.0	88.6	383.2	274.4	16.4	266.1	55.6	142.2
95	2014-12-12	Sample	0	3	95	sample_95	273.7	1106.0	396.4	27.7	514.2	67.8	465.0	55.1	55.3	245.0	205.1	134.7	145.2	34.5	62.2	107.2		505.0	105.5	202.8	29.2	239.9	730.6	183.9	52.7	94.6	55.2	21.2	103.9	74.1	168.1	254.8	937.8	227.5	83.9	111.9	375.8	677.4	104.8	36.3	18.8	220.2	31.5	149.2	5755.5	244.9	201.4	13250.5	492.8	257.9	640.0	277.3	1411.9	5.0	484.6	227.6	472.3	776.0	845.9	534.9	1620.8	583.5	1456.1	895.5	919.4	7710.5	399.3	385.2	170.5	55.0	65.3	427.3	137.9	33.4	361.3	883.0	831.7	30.9	81.9	524.3	1181.2	49.6	1556.1	33.1	88.0	114.7	41.7	309.7	1236.8	266.8	139.6	36.2	67.1	468.1	123.3	21.8	18.4	16.5	37.9	806.3	43.0	289.8	524.7	426.0	322.8	90.6	907.0	78.9	72.9	149.5	26.6	687.5		300.9	1101.6	54.9	307.0	463.4	96.3	48.2		33.7	481.9	289.6	202.7	55.7	324.1	1012.9	348.8
96	2014-12-12	Sample	0	3	96	sample_96	41.5	139.8	41.5	45.4	218.0	31.3	38.6	61.4	28.5	231.2	64.1	9.9	92.2	90.9	75.5	76.9		75.6	34.3	65.7	11.4	20.0	168.7	34.2	23.1	19.0	21.2	1.2	25.2	29.4	36.5	186.7	374.8	59.7	24.5	39.8	72.1	260.0	51.6	33.9	0.1	203.5	16.0	99.7	2509.8	538.1	274.3	8776.1	300.4	155.3	552.6	125.4	678.5	5.4	69.6	127.5	327.7	414.3	298.6	115.9	760.7	18.1	565.4	128.5	347.8	2227.8	99.7	331.0	65.3	50.9	48.7		57.7	12.0	155.3	0.5	229.9	28.8	46.1	273.9	563.9	1.5	350.6	291.2	31.6	56.6	49.0	210.4	277.5	35.2	71.5	20.4	120.8	130.6		3.8	12.5	49.6	157.3	181.0	112.7	104.5	198.7	272.4	54.8	93.9	367.9	22.1	40.5	13.1	6.7	139.9	40.7	2.6	257.2	0.5	20.6	32.7	93.7	14.4	18.4	22.6	89.9	325.6	242.3	97.6	231.2	198.2	185.4
97	2014-12-12	Sample	0	3	97	sample_97	138.2	693.4	102.5	41.4	175.3	15.2	10.8	49.7		124.5	29.4	37.8	99.3	60.2	31.3	85.5	8.3	208.8	40.1	46.6		56.4	285.6		10.2	13.1	34.6	15.9	15.4	30.5	23.6	121.1	161.8	23.7	0.4	14.5	48.2	179.7	27.9	79.8	27.4	117.5	7.7	1.5	432.2	329.5	456.9	7400.8	200.0	72.9	295.7	64.0	580.6		70.7	5.6	122.2	370.2	267.6	88.7	1224.2	442.7	198.4	262.7	382.1	263.9	116.0	157.9	58.5	31.3	23.5	137.4	38.8		78.8	403.5	161.0	14.0	13.4	1925.2	556.4		289.5	302.5	21.9	30.6	25.4	114.3	457.1	23.6	14.3	23.2	69.7	251.4		10.3	11.0	32.0	11.9	22.4		58.7	167.9	193.5	70.4	40.6	186.1	18.4	145.0	223.6	16.7	87.5	76.2	134.0	63.7	5.1	20.1	104.4	76.2	65.2		13.3	27.0	401.3	475.4	47.3	125.9	640.3	161.3
98	2014-12-12	Sample	0	3	98	sample_98	909.9	2062.0	441.3	14.4	1.3	31.1	31.0	78.5		51.0		88.4	67.9	50.4	26.1			24.4	22.3	7.6			625.6		17.8			183.5	83.1	10.0	8.6	129.9	342.8	0.1	26.6	36.4	25.1	190.1	19.3	123.6	121.2	41.3		67.2	1464.5	327.5	101.6	9213.8	9.6	110.3	158.8	81.4	2010.8		16.0	32.5	0.1	87.8	1225.2	1448.7	3287.1	425.4	1469.1	121.2	387.3	293.0	376.2	359.8	26.9	8.5	21.5	40.6	38.8	13.6	91.0	609.2	369.2	0.7		357.2	2105.1	78.5	0.1	42.0		7.2	36.7	155.5	187.6	19.3	31.1		80.7	39.8		9.8	10.7	48.7	115.0	567.3	16.5		79.0	311.8	183.0	124.2	424.2	86.5	415.5	27.1	386.4	843.1	1252.1	167.8	23.8	7.4	69.7		124.6		217.2	14.7	111.5	716.5	108.2	162.7	25.4	385.1	128.1
